region,postcode,place,county,Gravemaskin - belter,Lastebiler,Hjullastere,Traktorer,Maskinhengere,Gravemaskin - hjul,Minimaskiner < 5tonn,Dumpere,Borevogner,Knuseverk,Trekkvogner,Kompressorer,Containerbiler,Bulldosere,Veghøvler,Andre,Maskiner Totalt,Registrering år,Næring,Antall ansatte,Omsetning EUR,Name
Region Øst,2636,Øyer,Oppland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 159
Region Nord,8372,Gravdal,Nordland,4,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,12,,,,,Company 160
Region Vest,5343,Straume,Hordaland,22,4,3,1,2,3,2,2,2,0,2,1,0,0,0,5,49,"=""19.02.1995",Grunnarbeid (43120),130,45516723,Company 161
Region Øst,2320,Furnes,Hedmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 162
Region Nord,8530,Bjerkvik,Nordland,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,7,"=""15.06.1995",Bygging av andre anlegg ikke nevnt annet sted (42990),3,279986,Company 163
Region Vest,6953,Leirvik i Sogn,Sogn og Fjordane,3,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,9,,,,,Company 164
Region Sørøst,3158,Andebu,Vestfold,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,9,"=""15.06.1996",Grunnarbeid (43120),6,1091778,Company 165
Region Midt,7200,Kyrksæterøra,Sør-Trøndelag,2,1,2,1,0,1,3,1,0,0,0,0,0,0,0,0,11,"=""17.07.1998",Annen spesialisert bygge- og anleggsvirksomhet (43990),17,1312001,Company 166
Seksjon Ressurs og miljø,3340,Åmot,Buskerud,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,6,"=""03.02.2004",Avvirkning (02200),4,369597,Company 167
Region Sørøst,3296,Nevlunghamn,Vestfold,2,1,0,1,1,0,0,0,2,0,0,2,0,0,0,4,13,,,,,Company 168
Region Midt,7990,Naustbukta,Nord-Trøndelag,3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,9,,,,,Company 169
Region Sørøst,3145,Tjøme,Vestfold,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6,"=""10.12.2003",Engroshandel med drivstoff og brensel (46710),3,,Company 170
Region Midt,7777,Nord-Statland,Nord-Trøndelag,5,4,2,2,2,0,0,0,1,4,0,0,0,0,0,0,20,"=""08.05.2004",Grunnarbeid (43120),25,2343402,Company 171
Region Sørøst,3620,Flesberg,Buskerud,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"=""20.02.1995",Grunnarbeid (43120),,,Company 172
Seksjon Ressurs og miljø,3221,Sandefjord,Vestfold,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,Company 173
Region Vest,6900,Florø,Sogn og Fjordane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 174
Region Sørvest,4374,Egersund,Rogaland,11,5,3,2,7,2,2,2,1,2,1,1,0,1,0,7,47,,,,,Company 175
Region Sørvest,4055,Sola,Rogaland,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,Company 176
Seksjon Ressurs og miljø,2920,Leira i Valdres,Oppland,0,3,0,0,0,0,0,0,0,0,0,4,1,0,0,7,15,"=""03.07.1998",Bygging av vann- og kloakkanlegg (42210),8,1400007,Company 177
Region Sørvest,4076,Vassøy,Rogaland,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,"=""20.02.1995",Grunnarbeid (43120),,,Company 178
Region Sørøst,3060,Svelvik,Vestfold,3,2,1,1,0,2,1,1,1,0,0,1,0,0,0,0,13,"=""20.04.2009",Bygging av veier og motorveier (42110),8,1552317,Company 179
Region Midt,6440,Elnesvågen,Møre og Romsdal,6,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,11,,,,,Company 180
Region Sørøst,3089,Holmestrand,Vestfold,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,"=""08.01.2011",Annen spesialisert bygge- og anleggsvirksomhet (43990),,601025,Company 181
Region Øst,2636,Øyer,Oppland,4,1,1,2,0,1,1,2,0,0,0,0,0,0,0,1,13,"=""20.02.1995",Grunnarbeid (43120),9,960156,Company 182
Region Nord,8680,Trofors,Nordland,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,6,"=""19.03.2001",Grunnarbeid (43120),12,1539305,Company 183
Region Øst,1662,Rolvsøy,Østfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,"=""30.08.2000",Annen spesialisert bygge- og anleggsvirksomhet (43990),89,38037616,Company 184
Region Vest,5148,Fyllingsdalen,Hordaland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"=""08.02.2005",Grunnarbeid (43120),14,1316869,Company 185
Region Midt,6150,Ørsta,Møre og Romsdal,4,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,10,"=""19.02.1995",Grunnarbeid (43120),10,897626,Company 186
Region Øst,1814,Askim,Østfold,4,2,0,1,1,0,0,0,1,0,0,2,0,0,0,4,15,"=""19.02.1995",Grunnarbeid (43120),4,,Company 187
Region Sørøst,3161,Stokke,Vestfold,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,7,,,,,Company 188
Region Sørøst,3420,Lierskogen,Buskerud,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,10,"=""11.02.2016",Grunnarbeid (43120),20,7331289,Company 189
Region Sørøst,3053,Steinberg,Buskerud,2,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,9,"=""20.02.1995",Beplantning av hager og parkanlegg (81300),2,185514,Company 190
Region Vest,5709,Voss,Hordaland,21,2,9,3,3,5,3,8,5,2,1,5,0,3,1,12,83,"=""23.05.2001",Grunnarbeid (43120),86,29690525,Company 191
Region Øst,1720,Greåker,Østfold,5,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,11,"=""24.09.2012",Grunnarbeid (43120),29,5417105,Company 192
Region Midt,6529,Frei,Møre og Romsdal,3,2,0,0,0,0,2,0,1,0,0,0,0,0,0,4,12,,,,,Company 193
Region Midt,7112,Hasselvika,Sør-Trøndelag,5,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,10,"=""09.06.1997",Annen spesialisert bygge- og anleggsvirksomhet (43990),4,1514884,Company 194
Region Sørøst,3034,Drammen,Buskerud,2,2,1,0,0,1,0,1,1,1,0,2,0,0,0,0,11,,,,,Company 195
Region Midt,6475,Midsund,Møre og Romsdal,8,2,2,1,1,0,1,1,2,0,1,0,0,0,0,1,20,"=""30.06.1997",Grunnarbeid (43120),20,1999881,Company 196
Region Sørøst,3410,Sylling,Buskerud,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,"=""19.02.1995",Grunnarbeid (43120),,,Company 197
Seksjon Ressurs og miljø,4560,Vanse,Vest-Agder,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,"=""20.02.1995",Bygging av vann- og kloakkanlegg (42210),2,367715,Company 198
Region Vest,6770,Nordfjordeid,Sogn og Fjordane,10,6,6,0,1,2,0,3,2,3,1,0,0,0,0,0,34,,,,,Company 199
Region Midt,7506,Stjørdal,Nord-Trøndelag,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"=""20.02.1995",Godstransport på vei (49410),2,,Company 200
Region Vest,6957,Hyllestad,Sogn og Fjordane,2,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,11,,,,,Company 201
Seksjon Ressurs og miljø,6995,Kyrkjebø,Sogn og Fjordane,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,"=""21.09.2004",Tjenester tilknyttet skogbruk (02400),4,1715650,Company 202
Region Sørvest,4480,Kvinesdal,Vest-Agder,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6,"=""12.07.2008",Annen spesialisert bygge- og anleggsvirksomhet (43990),6,478174,Company 203
Region Øst,1407,Vinterbro,Akershus,3,1,0,0,2,1,0,0,2,0,1,1,0,0,0,1,12,,,,,Company 204
Region Øst,2500,Tynset,Hedmark,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,Company 205
Region Sørøst,3739,Skien,Telemark,3,2,4,1,0,1,1,0,0,1,0,0,1,0,0,6,20,"=""22.04.1999",Beplantning av hager og parkanlegg (81300),33,2790983,Company 206
Region Øst,2560,Alvdal,Hedmark,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,7,17,"=""05.07.2005",Grunnarbeid (43120),5,1231819,Company 207
Region Nord,8340,Stamsund,Nordland,12,10,6,1,1,0,0,10,1,3,3,1,1,0,1,2,52,"=""12.03.1998",Grunnarbeid (43120),130,15691286,Company 208
Region Øst,1560,Larkollen,Østfold,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,10,"=""02.08.2004",Vaktmestertjenester (81101),11,2081037,Company 209
Region Vest,5406,Stord,Hordaland,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,10,"=""09.11.2005",Grunnarbeid (43120),13,4890571,Company 210
Region Øst,1747,Skjeberg,Østfold,10,7,1,1,1,1,3,1,0,1,0,0,0,0,0,0,26,"=""03.04.1998",Grunnarbeid (43120),53,6889489,Company 211
Region Øst,2811,Hunndalen,Oppland,6,4,1,2,2,3,1,1,0,0,1,0,0,0,1,0,22,"=""25.11.2008",Grunnarbeid (43120),27,7646688,Company 212
Seksjon Ressurs og miljø,9845,Tana,Finnmark,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,13,20,"=""13.08.1997",Innsamling av ikke-farlig avfall (38110),56,12487831,Company 213
Region Nord,3175,Ramnes,Vestfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""06.10.2009",Grunnarbeid (43120),27,7170103,Company 214
Region Nord,9300,Finnsnes,Troms,10,5,2,1,0,0,1,0,1,0,0,2,3,0,0,2,27,"=""28.05.2013",Grunnarbeid (43120),26,3639498,Company 215
Region Sørvest,4312,Sandnes,Rogaland,5,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,11,"=""21.03.2002",Grunnarbeid (43120),13,1893198,Company 216
Region Øst,2500,Tynset,Hedmark,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"=""20.02.1995",Grunnarbeid (43120),3,,Company 217
Region Nord,9135,Vannvåg,Troms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 218
Region Sørøst,3650,Tinn Austbygd,Telemark,5,3,2,0,2,1,1,2,0,0,1,0,0,1,0,1,19,"=""19.02.1995",Grunnarbeid (43120),,44958,Company 219
Region Øst,2390,Moelv,Hedmark,5,2,2,1,1,2,1,0,0,0,0,0,0,0,0,2,16,"=""25.04.1997",Grunnarbeid (43120),19,8067947,Company 220
Region Vest,5550,Sveio,Hordaland,12,3,1,1,1,1,2,1,0,0,1,0,0,0,0,1,24,,,,,Company 221
Region Sørvest,4235,Hebnes,Rogaland,14,3,2,1,1,2,0,6,1,0,1,0,0,0,0,0,31,,,,,Company 222
Region Øst,2323,Ingeberg,Hedmark,1,3,3,2,0,0,4,0,0,0,0,0,0,0,0,0,13,"=""19.02.1995",Beplantning av hager og parkanlegg (81300),27,3179716,Company 223
Region Øst,1389,Heggedal,Akershus,7,2,2,5,1,0,2,1,0,1,0,0,1,1,0,2,25,"=""07.08.2003",Grunnarbeid (43120),23,5028029,Company 224
Region Sørøst,3477,Båtstø,Buskerud,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,"=""08.06.2000",Rørleggerarbeid (43221),9,1524501,Company 225
Region Vest,5282,Lonevåg,Hordaland,4,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,10,"=""20.05.1997",Grunnarbeid (43120),,,Company 226
Region Øst,1389,Heggedal,Akershus,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,"=""12.03.1995",Grunnarbeid (43120),1,459058,Company 227
Region Sørøst,3517,Hønefoss,Buskerud,2,2,1,0,0,2,1,0,0,1,0,0,0,0,0,0,9,,,,,Company 228
Region Vest,6811,Førde,Sogn og Fjordane,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,"=""13.08.2013",Grunnarbeid (43120),3,334397,Company 229
Region Midt,7024,Trondheim,Sør-Trøndelag,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,"=""01.07.2008",Grunnarbeid (43120),1,259237,Company 230
Region Nord,8170,Engavågen,Nordland,5,2,1,2,1,0,1,0,3,0,0,0,0,0,0,1,16,"=""11.05.2004",Annen spesialisert bygge- og anleggsvirksomhet (43990),15,2464917,Company 231
Region Sørøst,3294,Stavern,Vestfold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 232
Region Midt,7093,Tiller,Sør-Trøndelag,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,,,,,Company 233
Region Vest,6919,Tansøy,Sogn og Fjordane,3,0,0,2,1,0,0,1,1,0,0,2,0,0,0,0,10,"=""20.02.1995",Oppdrett av annet storfe (01420),5,,Company 234
Region Øst,1920,Sørumsand,Akershus,1,1,1,2,0,1,0,1,0,0,0,0,0,1,1,0,9,"=""12.03.1995",Grunnarbeid (43120),1,480231,Company 235
Region Midt,6630,Tingvoll,Møre og Romsdal,9,3,2,0,2,1,2,1,2,1,2,0,0,0,0,2,27,"=""17.07.2008",Grunnarbeid (43120),7,1364240,Company 236
Region Sørøst,3947,Langangen,Telemark,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,9,"=""31.12.2013",Grunnarbeid (43120),9,839200,Company 237
Region Vest,5912,Seim,Hordaland,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,,,,,Company 238
Region Vest,5310,Hauglandshella,Hordaland,5,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,11,,,,,Company 239
Region Vest,5590,Etne,Hordaland,4,0,6,1,1,1,1,1,1,5,0,2,0,3,0,3,29,"=""15.05.2002",Utleie og leasing av bygge- og anleggsmaskiner og -utstyr (77320),4,592333,Company 240
Region Nord,8432,Alsvåg,Nordland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Company 241
Region Vest,5710,Skulestadmo,Hordaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""12.03.1995",Godstransport på vei (49410),11,2058544,Company 242
Region Øst,1454,Fagerstrand,Akershus,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,"=""12.03.1995",Grunnarbeid (43120),2,304418,Company 243
Region Vest,5283,Fotlandsvåg,Hordaland,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7,"=""19.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),27,6090446,Company 244
Region Øst,3402,Lier,Buskerud,7,2,3,2,2,1,2,1,0,0,0,1,1,0,0,7,29,"=""07.10.2013",Grunnarbeid (43120),7,3279292,Company 245
Region Øst,1400,Ski,Akershus,5,2,1,1,0,0,2,0,0,1,0,0,0,0,0,4,16,"=""27.08.1997",Grunnarbeid (43120),5,2116026,Company 246
Region Vest,6843,Skei i Jølster,Sogn og Fjordane,10,2,0,1,1,1,0,2,2,0,0,1,0,0,0,0,20,"=""21.07.2007",Grunnarbeid (43120),47,8291088,Company 247
Region Vest,6924,Hardbakke,Sogn og Fjordane,2,2,0,2,1,0,0,1,1,0,0,1,0,0,0,0,10,"=""31.01.2012",Annen spesialisert bygge- og anleggsvirksomhet (43990),3,455254,Company 248
Region Midt,7224,Melhus,Sør-Trøndelag,4,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,11,"=""18.03.2011",Grunnarbeid (43120),15,2489632,Company 249
Region Øst,2322,Ridabu,Hedmark,1,0,2,4,1,0,0,0,0,2,0,0,2,0,0,1,13,"=""20.07.2010",Behandling og disponering av ikke-farlig avfall (38210),9,1643610,Company 250
Region Sørvest,4088,Stavanger,Rogaland,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,"=""20.02.1995",Bygging av vann- og kloakkanlegg (42210),1,,Company 251
Region Sørvest,4647,Brennåsen,Vest-Agder,0,1,2,0,0,0,0,0,5,0,0,2,0,0,0,0,10,"=""20.02.1995",Grunnarbeid (43120),30,6173763,Company 252
Region Øst,1859,Slitu,Østfold,4,6,2,0,1,1,5,2,0,0,0,0,0,1,0,6,28,"=""22.05.2000",Grunnarbeid (43120),,157906,Company 253
Region Sørvest,4516,Mandal,Vest-Agder,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5,"=""16.05.2001",Grunnarbeid (43120),1,236501,Company 254
Region Sørvest,4073,Randaberg,Rogaland,3,2,1,1,1,2,2,1,0,2,1,1,0,0,0,0,17,"=""21.06.2005",Grunnarbeid (43120),23,1947331,Company 255
Region Midt,6633,Gjemnes,Møre og Romsdal,5,3,2,1,2,0,0,1,0,2,0,0,0,0,0,0,16,"=""30.06.2011",Grunnarbeid (43120),6,1325163,Company 256
Region Vest,6815,Førde,Sogn og Fjordane,1,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,7,,,,,Company 257
Region Øst,2648,Sør-Fron,Oppland,3,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,14,"=""24.09.2002",Annen spesialisert bygge- og anleggsvirksomhet (43990),17,1282790,Company 258
Region Sørøst,3474,Åros,Buskerud,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,7,"=""03.05.2006",Grunnarbeid (43120),,,Company 259
Region Sørøst,3340,Åmot,Buskerud,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,6,,,,,Company 260
Region Midt,7093,Tiller,Sør-Trøndelag,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,19,"=""13.05.1998",Annen spesialisert bygge- og anleggsvirksomhet (43990),85,28162763,Company 261
Region Øst,1430,Ås,Akershus,5,3,1,1,1,1,1,0,1,0,0,0,0,0,0,0,14,,,,,Company 262
Region Øst,2033,Åsgreina,Akershus,23,2,6,3,2,3,6,1,0,2,0,0,0,1,1,3,53,"=""19.02.1995",Grunnarbeid (43120),192,35052708,Company 263
Region Nord,9513,Alta,Finnmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""30.03.2000",Grunnarbeid (43120),3,246518,Company 264
Region Vest,5314,Kjerrgarden,Hordaland,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,"=""22.07.1996",Grunnarbeid (43120),6,1378992,Company 265
Region Vest,6902,Florø,Sogn og Fjordane,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,8,"=""26.01.2010",Grunnarbeid (43120),24,3775317,Company 266
Region Sørvest,4380,Hauge i Dalane,Rogaland,12,4,4,2,2,3,2,5,3,1,1,0,0,1,0,1,41,"=""30.01.2006",Grunnarbeid (43120),42,7021315,Company 267
Seksjon Ressurs og miljø,6770,Nordfjordeid,Sogn og Fjordane,3,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,9,,,,,Company 268
Region Øst,1820,Spydeberg,Østfold,10,2,5,4,1,4,1,1,1,0,0,0,0,0,0,0,29,"=""22.02.1996",Grunnarbeid (43120),101,36942268,Company 269
Region Midt,6028,Ålesund,Møre og Romsdal,7,0,2,0,0,1,1,1,0,0,0,0,0,0,0,2,14,"=""04.08.2010",Grunnarbeid (43120),15,2490740,Company 270
Region Nord,9355,Sjøvegan,Troms,1,2,2,1,1,1,0,0,0,1,0,0,0,0,0,5,14,"=""19.02.1995",Grunnarbeid (43120),15,1420762,Company 271
Region Midt,6200,Stranda,Møre og Romsdal,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,"=""17.07.2013",Grunnarbeid (43120),3,778438,Company 272
Region Midt,7540,Klæbu,Sør-Trøndelag,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,Company 273
Region Øst,1341,Slependen,Akershus,2,0,2,3,0,0,0,0,0,0,0,1,0,0,0,2,10,"=""18.04.1997",Beplantning av hager og parkanlegg (81300),5,1007868,Company 274
Region Sørvest,4748,Rysstad,Aust-Agder,11,3,5,1,7,1,0,3,1,4,2,0,0,0,1,6,45,,,,,Company 275
Region Midt,7160,Bjugn,Sør-Trøndelag,1,1,0,4,0,1,0,0,1,0,0,0,0,0,0,1,9,"=""06.02.1996",Annen spesialisert bygge- og anleggsvirksomhet (43990),,,Company 276
Region Sørøst,3760,Neslandsvatn,Telemark,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,"=""06.02.1996",Godstransport på vei (49410),8,1480444,Company 277
Region Sørøst,3223,Sandefjord,Vestfold,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,6,,,,,Company 278
Region Sørøst,3719,Skien,Telemark,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,"=""09.10.1997",Tjenester tilknyttet skogbruk (02400),,,Company 279
Region Vest,6899,Balestrand,Sogn og Fjordane,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,2,11,"=""29.04.2013",Grunnarbeid (43120),1,278695,Company 280
Region Øst,1408,Kråkstad,Akershus,6,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,12,,,,,Company 281
Region Vest,6817,Naustdal,Sogn og Fjordane,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,"=""31.03.1995",Grunnarbeid (43120),5,,Company 282
Region Vest,6957,Hyllestad,Sogn og Fjordane,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,6,,,,,Company 283
Region Midt,7670,Inderøy,Nord-Trøndelag,8,5,5,1,3,1,1,2,1,1,4,2,0,1,1,6,42,"=""20.02.1995",Bygging av veier og motorveier (42110),38,16346807,Company 284
Region Midt,6440,Elnesvågen,Møre og Romsdal,7,3,2,1,1,1,0,0,0,0,0,0,0,0,0,1,16,"=""25.08.2004",Grunnarbeid (43120),11,1365900,Company 285
Region Nord,8360,Bøstad,Nordland,20,17,7,4,3,1,2,2,1,4,3,1,2,0,0,3,70,,,,,Company 286
Seksjon Ressurs og miljø,2640,Vinstra,Oppland,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,6,"=""03.05.1995",Avvirkning (02200),4,630170,Company 287
Region Øst,2890,Etnedal,Oppland,2,2,1,3,1,1,0,0,1,0,0,0,0,0,0,0,11,"=""19.02.1995",Produksjon av kjøkkenmøbler (31020),28,5477079,Company 288
Region Midt,7427,Trondheim,Sør-Trøndelag,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"=""19.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),10,1118463,Company 289
Region Nord,8411,Lødingen,Nordland,3,2,3,2,1,1,1,1,2,0,0,0,0,0,1,2,19,"=""28.09.2006",Grunnarbeid (43120),11,1385480,Company 290
Region Sørvest,4519,Holum,Vest-Agder,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,,,,,Company 291
Region Sørvest,4362,Vigrestad,Rogaland,5,2,1,1,1,1,0,0,1,4,0,0,0,0,0,0,16,"=""20.02.1995",Grunnarbeid (43120),10,2405151,Company 292
Region Sørøst,3614,Kongsberg,Buskerud,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,10,"=""02.03.2005",Grunnarbeid (43120),3,377917,Company 293
Region Øst,1914,Ytre Enebakk,Akershus,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,7,,,,,Company 294
Region Øst,1739,Borgenhaugen,Østfold,4,2,1,1,0,0,2,0,0,0,0,0,1,0,0,1,12,,,,,Company 295
Region Nord,9360,Bardu,Troms,4,6,5,1,2,1,0,0,0,3,2,0,2,0,1,9,36,"=""11.12.2001",Grunnarbeid (43120),17,1679906,Company 296
Region Øst,1385,Asker,Akershus,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,"=""23.06.1997",Grunnarbeid (43120),6,867904,Company 297
Region Sørvest,4703,Vennesla,Vest-Agder,11,5,3,2,1,2,3,2,0,0,0,0,0,0,0,1,30,"=""27.06.2011",Grunnarbeid (43120),41,6744745,Company 298
Region Sørvest,4534,Marnardal,Vest-Agder,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,"=""03.08.2011",Annen spesialisert bygge- og anleggsvirksomhet (43990),2,209710,Company 299
Region Vest,6893,Vik i Sogn,Sogn og Fjordane,6,1,1,1,1,0,2,1,3,1,0,1,0,0,0,0,18,"=""25.06.2013",Grunnarbeid (43120),3,369682,Company 300
Region Midt,6010,Ålesund,Møre og Romsdal,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"=""11.07.1997",Grunnarbeid (43120),5,476997,Company 301
Region Øst,1410,Kolbotn,Akershus,9,2,1,0,1,0,1,1,0,0,0,0,0,1,0,2,18,"=""18.04.1995",Grunnarbeid (43120),17,6662319,Company 302
Region Sørvest,4885,Grimstad,Aust-Agder,3,2,1,4,1,0,2,0,0,2,0,0,1,0,0,0,16,,,,,Company 303
Region Sørøst,3350,Prestfoss,Buskerud,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,"=""20.08.1997",Grunnarbeid (43120),1,216549,Company 304
Region Sørvest,4943,Nes Verk,Aust-Agder,3,1,0,0,1,1,0,4,1,0,0,0,0,0,0,0,11,,,,,Company 305
Region Sørvest,4230,Sand,Rogaland,9,2,1,2,0,1,2,3,1,1,1,0,0,0,1,1,25,"=""19.02.1995",Oppføring av bygninger (41200),18,4666393,Company 306
Region Vest,5268,Haukeland,Hordaland,6,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,11,"=""09.10.2004",Annen spesialisert bygge- og anleggsvirksomhet (43990),5,2135852,Company 307
Seksjon Ressurs og miljø,1960,Løken,Akershus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"=""05.02.1999",Innsamling av ikke-farlig avfall (38110),5,738426,Company 308
Region Midt,6265,Vatne,Møre og Romsdal,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,"=""21.08.1996",Grunnarbeid (43120),4,697159,Company 309
Region Midt,6393,Tomrefjord,Møre og Romsdal,7,3,2,1,2,2,3,1,0,3,1,0,1,0,0,3,29,"=""19.06.1995",Grunnarbeid (43120),12,2411896,Company 310
Region Midt,7100,Rissa,Sør-Trøndelag,17,6,5,3,1,2,1,1,0,0,1,0,0,0,0,0,37,"=""19.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),40,6074484,Company 311
Region Midt,7260,Sistranda,Sør-Trøndelag,3,4,1,2,1,0,2,0,1,0,0,2,0,0,0,0,16,"=""29.04.2004",Grunnarbeid (43120),12,1654084,Company 312
Region Midt,7900,Rørvik,Nord-Trøndelag,4,3,2,4,1,1,1,1,2,0,1,0,0,0,0,2,22,"=""19.02.1995",Oppføring av bygninger (41200),6,,Company 313
Region Vest,5307,Ask,Hordaland,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"=""11.01.2011",Grunnarbeid (43120),1,117315,Company 314
Region Nord,8450,Stokmarknes,Nordland,7,2,4,1,1,0,0,0,0,2,1,2,0,0,0,2,22,"=""20.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),27,5198189,Company 315
Seksjon Ressurs og miljø,4658,Tveit,Vest-Agder,5,1,2,0,0,0,4,0,0,0,0,0,1,0,0,14,27,,,,,Company 316
Region Vest,6973,Sande i Sunnfjord,Sogn og Fjordane,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,Company 317
Region Midt,7514,Stjørdal,Nord-Trøndelag,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,9,"=""19.02.1995",Annen spesialisert bygge- og anleggsvirksomhet (43990),83,28021564,Company 318
